trial_index,arm_name,trial_status,generation_method,rho_max,num_islands_DGX-B300,skew_exponent_DGX-B300,num_islands_H200,skew_exponent_H200
0,warm_start_0,RUNNING,Manual,0.004465964296748641,52,-3.202750258794137,125,-2.189157660140242
1,warm_start_1,RUNNING,Manual,0.003238025956016262,18,-4.214589763241756,41,-0.9255444103572099
2,warm_start_2,RUNNING,Manual,0.0016462974841941862,11,1.625820656369151,126,-1.777472439258169
3,warm_start_3,RUNNING,Manual,10.000073573488981,56,3.811611404514508,59,0.392811444448089
4,warm_start_4,RUNNING,Manual,0.003457502586238891,14,3.7831915562484504,25,-2.9361401368322704
5,5_0,RUNNING,BoTorch,0.0028306054389283107,30,-3.0011552438191758,114,-4.035954837380082
5,5_1,RUNNING,BoTorch,0.004050240896292138,40,-5.0,128,0.6372249965175547
5,5_2,RUNNING,BoTorch,0.06317147235446403,1,-0.41173921552009785,1,-1.8596588723995633
5,5_3,RUNNING,BoTorch,9.999943144425941,64,-5.0,128,-5.0
5,5_4,RUNNING,BoTorch,0.00389032527486861,1,5.0,128,-5.0
5,5_5,RUNNING,BoTorch,0.008117196485570778,1,5.0,21,1.1230932376389307
5,5_6,RUNNING,BoTorch,0.002965219460900964,42,-5.0,1,-3.3399606357219556
5,5_7,RUNNING,BoTorch,0.005931540727907555,24,-0.3421299014626769,1,-5.0
6,6_0,RUNNING,BoTorch,0.002010652678663004,39,-5.0,36,-1.6230185907857517
6,6_1,RUNNING,BoTorch,0.0038327240274573246,1,-1.2792079445500608,128,1.957365774452941
6,6_2,RUNNING,BoTorch,0.0030054498174297626,34,-2.3954647496013655,1,-2.2960922487344546
6,6_3,RUNNING,BoTorch,0.06295825552695973,1,-2.042261154211838,1,-5.0
6,6_4,RUNNING,BoTorch,0.004106949486236017,39,-5.0,128,-1.6519077888288913
6,6_5,RUNNING,BoTorch,0.06304915811795074,1,5.0,1,4.743427277135655
6,6_6,RUNNING,BoTorch,0.004070532771879507,25,-5.0,2,4.43318377384963
6,6_7,RUNNING,BoTorch,0.013035120941638164,57,-5.0,1,-0.71220325791827
7,7_0,RUNNING,BoTorch,0.002586934107528946,20,-5.0,33,1.3895816807961316
7,7_1,RUNNING,BoTorch,0.003854338091716345,1,-0.6421919679040682,128,0.07395027413081424
7,7_2,RUNNING,BoTorch,0.0016012961255193767,13,1.521785241337062,128,3.5412234830903904
7,7_3,RUNNING,BoTorch,0.06300733182483365,1,-3.3854992208349493,1,5.0
7,7_4,RUNNING,BoTorch,0.0042278807993174315,48,-5.0,113,3.2591200589222367
7,7_5,RUNNING,BoTorch,0.002308092683395765,32,3.7469890654513747,6,5.0
7,7_6,RUNNING,BoTorch,0.004814879415861047,61,-5.0,13,5.0
7,7_7,RUNNING,BoTorch,0.004663237511933454,9,-5.0,16,0.7694878366376766
8,8_0,RUNNING,BoTorch,0.005092589844609313,15,0.7883115528860533,1,-4.310117804479681
8,8_1,RUNNING,BoTorch,0.003050076765964788,42,-1.690835401954379,128,5.0
8,8_2,RUNNING,BoTorch,0.013112489347539103,64,5.0,1,5.0
8,8_3,RUNNING,BoTorch,0.004624869548131629,20,-5.0,1,-3.2918202723856624
8,8_4,RUNNING,BoTorch,0.005153301861814892,15,0.6563611611425919,1,5.0
8,8_5,RUNNING,BoTorch,0.06303372133869321,1,5.0,1,2.912783734442596
8,8_6,RUNNING,BoTorch,10.00013685224682,28,5.0,128,-4.643569863621291
8,8_7,RUNNING,BoTorch,0.0040837253601272655,1,-5.0,128,3.522963187098743
9,9_0,RUNNING,BoTorch,0.00316217085177525,33,-5.0,109,-5.0
9,9_1,RUNNING,BoTorch,0.0018368445335285428,28,-1.2850678257297368,103,-4.944985443001518
