trial_index,arm_name,trial_status,generation_method,rho_max,count_DGX-B300_0,count_DGX-B300_1,count_DGX-B300_2,count_DGX-B300_3,count_DGX-B300_4,count_DGX-B300_5,count_DGX-B300_6,count_DGX-B300_7,count_DGX-B300_8,count_DGX-B300_9,count_DGX-B300_10,count_DGX-B300_11,count_DGX-B300_12,count_DGX-B300_13,count_DGX-B300_14,count_DGX-B300_15,count_H200_0,count_H200_1,count_H200_2,count_H200_3,count_H200_4,count_H200_5,count_H200_6,count_H200_7,count_H200_8,count_H200_9,count_H200_10,count_H200_11,count_H200_12,count_H200_13,count_H200_14,count_H200_15
0,warm_start_0,RUNNING,Manual,0.028506806441175876,126,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,252,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,warm_start_1,RUNNING,Manual,0.013841341671139675,61,26,31,6,0,1,0,0,3,0,0,0,0,0,0,0,73,118,65,0,0,0,0,0,0,0,0,0,0,0,0,0
2,warm_start_2,RUNNING,Manual,0.013621672772177988,45,57,10,6,8,0,2,0,0,0,0,0,0,0,0,0,140,54,7,32,21,2,0,0,0,0,0,0,0,0,0,0
3,warm_start_3,RUNNING,Manual,0.007683745134805001,105,3,6,6,1,1,4,1,1,0,0,0,0,0,0,0,7,146,78,14,6,2,3,0,0,0,0,0,0,0,0,0
4,warm_start_4,RUNNING,Manual,0.014021056222016583,93,11,4,19,1,0,0,0,0,0,0,0,0,0,0,0,91,0,9,119,32,4,1,0,0,0,0,0,0,0,0,0
5,5_0,RUNNING,BoTorch,9.999926812844361,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,27,12,0,192,12,0,0,0,0,0,0,0
5,5_1,RUNNING,BoTorch,9.999766924217816,32,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,88,165,0,0,0,0,0,0,1,0,0,2,0,0,1
6,6_0,RUNNING,BoTorch,0.02019029457354211,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,1,7,0,2,0,0,35,0,0,194,2
6,6_1,RUNNING,BoTorch,0.028078473945725806,36,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,90,166,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7_0,RUNNING,BoTorch,0.03542130881833307,123,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7_1,RUNNING,BoTorch,0.022396820964767993,0,52,0,0,76,0,0,0,0,0,0,0,0,0,0,0,249,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0
8,8_0,RUNNING,BoTorch,10.000002237147978,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,11,0,0,0,0,0,0,0,0,110,0,0,0
8,8_1,RUNNING,BoTorch,0.019840657132926286,37,0,0,69,0,0,0,22,0,0,0,0,0,0,0,0,0,147,109,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9_0,RUNNING,BoTorch,9.999917759482164,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,83,10,0,0,0,0,0,0,0,0,0,0,0
9,9_1,RUNNING,BoTorch,0.027870344396113404,80,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,183,73,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10_0,RUNNING,BoTorch,9.999910149195298,116,2,0,7,2,0,2,0,0,0,0,0,0,0,0,0,1,117,71,49,16,2,1,0,0,0,0,0,0,0,0,0
10,10_1,RUNNING,BoTorch,0.024121152720825885,124,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,69,137,50,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11_0,RUNNING,BoTorch,0.013811247277806667,56,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,178,29,0,3,1,3,13,2,4,1,3,10,7,0,0,1
11,11_1,RUNNING,BoTorch,9.999870518512692,103,4,7,11,1,1,0,1,1,0,0,0,0,0,0,0,12,89,83,36,12,2,2,1,2,0,3,0,2,1,9,1
12,12_0,RUNNING,BoTorch,0.006893347995702065,96,5,7,10,2,1,4,1,1,0,0,0,0,0,0,0,13,76,94,42,16,3,4,0,0,0,0,1,0,0,5,0
12,12_1,RUNNING,BoTorch,0.007618283852276686,96,0,0,0,0,0,9,1,0,0,0,8,13,0,0,0,18,25,77,0,2,8,2,46,1,18,3,41,7,4,1,2
13,13_0,RUNNING,BoTorch,10.000122380732268,94,0,0,0,0,0,1,0,0,34,0,0,0,0,0,0,0,160,79,0,0,0,0,17,0,0,0,0,0,0,0,0
13,13_1,RUNNING,BoTorch,0.017698728974823708,100,0,22,0,0,0,6,0,0,0,0,0,0,0,0,0,0,101,85,0,0,0,0,0,0,0,0,0,0,0,69,0
14,14_0,RUNNING,BoTorch,0.023249813066741454,94,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1,170,84,0,0,0,0,1,0,0,0,0,0,0,0,0
14,14_1,RUNNING,BoTorch,9.99994350063127,99,0,26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,86,0,0,0,0,0,0,0,134,0,0,0,0,0
