trial_index,arm_name,trial_status,generation_method,rho_max,num_islands_H200,skew_exponent_H200,num_islands_H800,skew_exponent_H800,num_islands_H20,skew_exponent_H20
0,warm_start_0,RUNNING,Manual,10.000065183534602,2,3.4049470334018945,31,2.0036954522088894,33,-1.3983035405878574
1,warm_start_1,RUNNING,Manual,0.08106224886012006,15,1.6991548997464676,32,0.6940188770452185,27,-4.01427392778662
2,warm_start_2,RUNNING,Manual,0.020773911220180796,16,-1.1831349844948749,21,-3.410589651095315,14,-2.967358871075043
3,warm_start_3,RUNNING,Manual,0.08222019948624175,7,-2.5363286121472264,44,4.223992662650019,22,-1.5068781438106194
4,warm_start_4,RUNNING,Manual,0.013686596618598742,7,-4.858180697512755,56,1.343246325350239,50,-3.1780240817151526
5,5_0,RUNNING,BoTorch,0.015572715131344454,10,-3.556881206578605,44,1.8933070351903964,27,-2.2849065730368388
5,5_1,RUNNING,BoTorch,0.01718170558004954,8,-5.0,64,5.0,64,5.0
5,5_10,RUNNING,BoTorch,0.013862229550507615,8,-5.0,64,-5.0,1,5.0
5,5_11,RUNNING,BoTorch,0.010742760597725194,8,-5.0,1,-5.0,64,4.35869831757478
5,5_12,RUNNING,BoTorch,0.01911103660627455,13,5.0,1,-5.0,1,-5.0
5,5_13,RUNNING,BoTorch,9.999867421319442,16,-5.0,64,5.0,64,1.7181491410824885
5,5_14,RUNNING,BoTorch,0.01906823593222343,12,4.36659014847231,1,1.1304868729412745,1,3.958179993812394
5,5_15,RUNNING,BoTorch,0.08020976738229263,10,1.0199348000631696,64,5.0,1,-5.0
5,5_2,RUNNING,BoTorch,0.02545834657566054,16,5.0,1,2.0782470131636903,64,3.08027482710263
5,5_3,RUNNING,BoTorch,0.02527719453924,8,-5.0,1,-5.0,1,-5.0
5,5_4,RUNNING,BoTorch,0.0803706737261108,16,-5.0,64,5.0,1,-5.0
5,5_5,RUNNING,BoTorch,0.021014251872462822,8,5.0,64,5.0,64,-5.0
5,5_6,RUNNING,BoTorch,0.025495902572865062,14,-5.0,1,-5.0,64,-5.0
5,5_7,RUNNING,BoTorch,0.08029858540454098,16,5.0,64,-5.0,1,2.190570084445485
5,5_8,RUNNING,BoTorch,0.01901204731291063,16,5.0,1,5.0,1,-5.0
5,5_9,RUNNING,BoTorch,0.08033551214916207,14,-5.0,49,5.0,1,5.0
6,6_0,RUNNING,BoTorch,0.019173325498640485,14,5.0,1,5.0,34,-5.0
6,6_1,RUNNING,BoTorch,0.08024618130910234,9,5.0,31,5.0,1,-5.0
6,6_10,RUNNING,BoTorch,0.019051082306353037,16,5.0,1,5.0,35,-5.0
6,6_11,RUNNING,BoTorch,0.012968996837651804,9,5.0,14,5.0,39,-5.0
