trial_index,arm_name,trial_status,generation_method,rho_max,num_islands_H200,skew_exponent_H200,num_islands_H800,skew_exponent_H800,num_islands_H20,skew_exponent_H20
0,warm_start_0,RUNNING,Manual,0.013785614210321036,10,2.8119900059477763,4,4.720294022319466,19,-1.4509079346183062
1,warm_start_1,RUNNING,Manual,0.010658835669044102,12,3.662494774929444,12,4.671991967443352,9,-1.7754922028195819
2,warm_start_2,RUNNING,Manual,0.030742456344389567,16,3.739277820817744,19,-0.8521541095298897,59,-2.0582401351941773
3,warm_start_3,RUNNING,Manual,0.024349543577701232,16,0.4279197232762897,15,4.550492222993279,18,3.5521156707039623
4,warm_start_4,RUNNING,Manual,9.99991741813415,12,2.243569020149911,33,0.8370799183788282,38,-0.09924614178798485
5,5_0,RUNNING,BoTorch,0.038031420691060996,16,4.427832480955905,13,-1.6324145813401214,64,-2.9671094376391554
5,5_1,RUNNING,BoTorch,0.012666575167834603,2,-4.771411327093341,64,4.4241502648830755,34,-5.0
5,5_10,RUNNING,BoTorch,0.08045044566829299,1,-2.337698992903688,51,-5.0,2,3.240888758080978
5,5_11,RUNNING,BoTorch,0.08066957691551872,16,-5.0,64,3.3541500249927294,13,-5.0
5,5_12,RUNNING,BoTorch,9.999991788520788,1,5.0,64,4.235167178149229,64,5.0
5,5_13,RUNNING,BoTorch,10.00003574817368,1,-5.0,64,-2.6990732628899305,64,5.0
5,5_14,RUNNING,BoTorch,0.0848157222643834,1,-5.0,1,3.8555976005720103,1,-5.0
5,5_15,RUNNING,BoTorch,0.01897363889350093,16,-5.0,1,-1.4238398609328178,1,-5.0
5,5_2,RUNNING,BoTorch,10.000103636662885,16,-5.0,64,-1.172714482699819,20,5.0
5,5_3,RUNNING,BoTorch,0.02541653971816814,16,5.0,1,3.862068721127448,64,-4.674618544755327
5,5_4,RUNNING,BoTorch,0.08461982885306865,1,5.0,1,-1.1450883661563847,1,-5.0
5,5_5,RUNNING,BoTorch,0.0845460923232008,1,5.0,1,3.8806671402460684,1,5.0
5,5_6,RUNNING,BoTorch,10.000007187332779,16,5.0,59,5.0,64,5.0
5,5_7,RUNNING,BoTorch,0.019036685048268585,16,-5.0,1,5.0,1,-4.999999999999999
5,5_8,RUNNING,BoTorch,0.08049879182019144,1,-4.555160586957408,64,5.0,1,5.0
