trial index,timestamp
0,2025-06-11 00:06:17.870340
5,2025-06-11 00:07:09.739382
6,2025-06-11 00:08:14.298275
7,2025-06-11 00:09:37.846046
8,2025-06-11 00:11:42.129776
9,2025-06-11 00:13:47.430795
10,2025-06-11 00:15:20.720696
11,2025-06-11 00:18:18.985032
12,2025-06-11 00:20:04.568297
13,2025-06-11 00:22:39.525144
14,2025-06-11 00:24:39.101587
15,2025-06-11 00:27:19.740149
16,2025-06-11 00:30:18.457172
17,2025-06-11 00:33:41.411766
18,2025-06-11 00:37:54.508948
19,2025-06-11 00:40:59.434889
