trial_index,arm_name,trial_status,generation_method,rho_max,count_DGX-B300_0,count_DGX-B300_1,count_DGX-B300_2,count_DGX-B300_3,count_DGX-B300_4,count_DGX-B300_5,count_DGX-B300_6,count_DGX-B300_7,count_DGX-B300_8,count_DGX-B300_9,count_DGX-B300_10,count_DGX-B300_11,count_DGX-B300_12,count_DGX-B300_13,count_DGX-B300_14,count_DGX-B300_15,count_H200_0,count_H200_1,count_H200_2,count_H200_3,count_H200_4,count_H200_5,count_H200_6,count_H200_7,count_H200_8,count_H200_9,count_H200_10,count_H200_11,count_H200_12,count_H200_13,count_H200_14,count_H200_15
0,warm_start_0,RUNNING,Manual,0.01369991381603638,66,22,32,5,0,0,1,2,0,0,0,0,0,0,0,0,232,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,warm_start_1,RUNNING,Manual,0.011493125933772386,1,28,76,14,3,5,0,0,1,0,0,0,0,0,0,0,214,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,warm_start_2,RUNNING,Manual,0.013565226364560421,72,9,38,9,0,0,0,0,0,0,0,0,0,0,0,0,152,47,12,16,23,6,0,0,0,0,0,0,0,0,0,0
3,warm_start_3,RUNNING,Manual,0.011944005602121947,98,12,1,9,7,0,1,0,0,0,0,0,0,0,0,0,50,13,104,73,6,9,1,0,0,0,0,0,0,0,0,0
4,warm_start_4,RUNNING,Manual,0.013976261525172232,101,5,19,0,0,2,0,1,0,0,0,0,0,0,0,0,201,5,25,18,5,1,1,0,0,0,0,0,0,0,0,0
5,5_0,RUNNING,BoTorch,0.04777488549621306,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,111,0,0,0,0,0,0,0,0,0,0,0,0
5,5_1,RUNNING,BoTorch,0.034834105044424184,0,0,0,48,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0
5,5_2,RUNNING,BoTorch,0.016521161416695417,0,0,0,33,6,5,0,0,84,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,1,0,0,0,0
5,5_3,RUNNING,BoTorch,0.04782738590893501,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,192,0,0,64,0,0,0,0,0,0,0
6,6_0,RUNNING,BoTorch,0.06932042897217569,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0
6,6_1,RUNNING,BoTorch,0.0693347901435234,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0
6,6_2,RUNNING,BoTorch,0.04929630415736561,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,240,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
