trial index,timestamp
0,2025-06-07 12:19:14.920039
5,2025-06-07 12:21:34.914136
6,2025-06-07 12:24:15.739971
7,2025-06-07 12:27:32.975886
8,2025-06-07 12:30:44.027492
9,2025-06-07 12:33:44.680750
10,2025-06-07 12:37:33.823846
11,2025-06-07 12:41:06.404158
12,2025-06-07 12:44:48.155531
13,2025-06-07 12:48:56.526297
14,2025-06-07 12:53:40.911571
