trial_index,arm_name,trial_status,generation_method,rho_max,num_islands_DGX-B300,skew_exponent_DGX-B300,num_islands_H200,skew_exponent_H200
0,warm_start_0,RUNNING,Manual,0.005258081300453228,3,-1.6204552167041273,29,2.0896598538735542
1,warm_start_1,RUNNING,Manual,0.0041474804006079915,6,-1.8980294615686724,31,1.8831697476048035
2,warm_start_2,RUNNING,Manual,0.003795847092767114,15,0.757078805547506,18,-4.823234017355565
3,warm_start_3,RUNNING,Manual,0.007287541358713501,7,2.583196065725306,7,2.1738795456610394
4,warm_start_4,RUNNING,Manual,0.005724804795296406,4,4.757866256512514,21,3.003171070910069
5,5_0,RUNNING,BoTorch,0.0038009706010224157,10,-1.8969875975214217,32,-0.3315768743073602
5,5_1,RUNNING,BoTorch,0.0040790064753946555,9,-4.330969995280066,32,4.834832031677808
5,5_2,RUNNING,BoTorch,0.00736291674672109,16,-5.0,12,-5.0
5,5_3,RUNNING,BoTorch,0.013780352540734246,16,5.0,26,-5.0
5,5_4,RUNNING,BoTorch,0.00707190397816534,16,5.0,10,-5.0
5,5_5,RUNNING,BoTorch,0.0034842913995536445,12,-3.181560977271832,23,-5.0
5,5_6,RUNNING,BoTorch,0.003045421159216834,16,-1.6768003688649753,20,-0.9237263585994282
5,5_7,RUNNING,BoTorch,0.004121737852270144,12,5.0,17,-5.0
6,6_0,RUNNING,BoTorch,0.008242229803625918,1,-3.4020537149990084,21,4.162207356686093
6,6_1,RUNNING,BoTorch,0.0074929523788829075,16,-5.0,21,-5.0
6,6_2,RUNNING,BoTorch,0.009042213959109664,1,1.0100711520268713,18,5.0
6,6_3,RUNNING,BoTorch,0.005498257056066316,16,-5.0,23,5.0
6,6_4,RUNNING,BoTorch,0.008480890024570488,1,-1.8702990480526807,20,-5.0
6,6_5,RUNNING,BoTorch,0.008511974975547778,1,-5.0,20,-5.0
6,6_6,RUNNING,BoTorch,0.06298580418072493,1,-5.0,1,-5.0
6,6_7,RUNNING,BoTorch,0.006023504189558468,1,-4.024640201067434,32,-5.0
7,7_0,RUNNING,BoTorch,0.00510263412729192,9,4.847002249951725,12,5.0
7,7_1,RUNNING,BoTorch,0.004016131776786094,12,0.9406233586845728,15,5.0
7,7_2,RUNNING,BoTorch,0.006649182168451445,7,5.0,12,-5.0
7,7_3,RUNNING,BoTorch,0.0036586855060434464,16,-0.3240637615610179,12,5.0
7,7_4,RUNNING,BoTorch,0.005944228280828374,8,5.0,11,5.0
7,7_5,RUNNING,BoTorch,0.0038295300870656926,11,0.9188575031791084,19,5.0
7,7_6,RUNNING,BoTorch,0.004328951674267139,11,2.182850939685674,14,5.0
7,7_7,RUNNING,BoTorch,0.005898484765049301,13,5.0,1,5.0
8,8_0,RUNNING,BoTorch,0.004195587718005175,12,2.5683406690623163,14,-0.2831301015673021
8,8_1,RUNNING,BoTorch,0.004043280565931171,14,5.0,10,0.8404991422632553
8,8_2,RUNNING,BoTorch,0.004027650187124316,10,-0.8642237793658564,18,-1.1659897350422437
8,8_3,RUNNING,BoTorch,9.999950037496552,16,3.447476097748122,32,5.0
8,8_4,RUNNING,BoTorch,0.003980880126494175,7,-5.0,26,-1.2079437736744492
8,8_5,RUNNING,BoTorch,0.003691071049646458,16,1.010817236690796,9,0.6685591853983838
8,8_6,RUNNING,BoTorch,0.01325245963470173,16,-5.0,1,5.0
8,8_7,RUNNING,BoTorch,0.0035062518324292143,14,4.325518875079049,13,0.8704450574946371
9,9_0,RUNNING,BoTorch,0.004310375557697322,7,5.0,23,-5.0
9,9_1,RUNNING,BoTorch,0.01309486705801505,16,-2.7782957390258316,1,5.0
9,9_2,RUNNING,BoTorch,0.012934721124162553,16,1.7047923751257137,1,5.0
9,9_3,RUNNING,BoTorch,0.004630659985755912,16,-3.4410531507542754,7,5.0
9,9_4,RUNNING,BoTorch,0.013063485883402072,16,-0.4771020606719542,1,5.0
9,9_5,RUNNING,BoTorch,0.06299882428104157,1,3.3502249308965855,1,5.0
9,9_6,RUNNING,BoTorch,0.06302319331862574,1,0.31730398949533634,1,-5.0
9,9_7,RUNNING,BoTorch,0.06292285730777777,1,-1.153199918153911,1,5.0
10,10_0,RUNNING,BoTorch,0.003814720930808982,8,-5.0,24,5.0
10,10_1,RUNNING,BoTorch,0.002967830188206357,13,-5.0,32,-4.777459212616635
10,10_2,RUNNING,BoTorch,0.0035503219275079957,9,1.1321410177563662,32,-5.0
10,10_3,RUNNING,BoTorch,0.006587889984747433,11,-5.0,1,-5.0
10,10_4,RUNNING,BoTorch,0.005216336040103979,2,-5.0,32,5.0
10,10_5,RUNNING,BoTorch,0.015814409235981854,1,-5.0,9,-1.443265151859311
10,10_6,RUNNING,BoTorch,0.016985070154219867,1,-5.0,10,-5.0
10,10_7,RUNNING,BoTorch,10.000222160490367,16,-5.0,32,-5.0
11,11_0,RUNNING,BoTorch,0.0030080183617204486,13,4.570364584169506,28,-2.2346638442701314
11,11_1,RUNNING,BoTorch,0.0034099376787065584,12,0.80091592881192,32,-2.6406203622379008
11,11_2,RUNNING,BoTorch,0.013219908419007083,5,-3.899811243133546,1,3.181887813336152
11,11_3,RUNNING,BoTorch,0.005566260170066246,11,3.9484959534982154,6,1.1007957529296533
11,11_4,RUNNING,BoTorch,0.01036333191424645,4,-2.9439474397318426,9,4.341156452840326
11,11_5,RUNNING,BoTorch,0.0032576687162135984,12,-4.820605005090419,29,-3.287438236893531
11,11_6,RUNNING,BoTorch,0.013196109050246868,4,3.9968653398126346,15,-3.925534812470592
11,11_7,RUNNING,BoTorch,0.010358333922034186,8,3.334544839580021,1,3.776062151577779
12,12_0,RUNNING,BoTorch,0.003541987008605259,10,5.0,27,-5.0
12,12_1,RUNNING,BoTorch,0.014585000151775523,3,-4.364022840006141,4,4.366317814279952
12,12_2,RUNNING,BoTorch,0.005081935634087847,7,1.4752575526879055,17,2.2250886184249388
12,12_3,RUNNING,BoTorch,0.005104862109046712,5,-3.065422115311912,26,-4.161687534292452
12,12_4,RUNNING,BoTorch,0.014580583930629054,1,-2.6559355882343,27,-1.560607211973742
12,12_5,RUNNING,BoTorch,0.006586561865691408,9,-4.61416023126978,5,4.328670481667027
12,12_6,RUNNING,BoTorch,0.005148066515633703,13,0.525178398921033,5,4.595093815330477
12,12_7,RUNNING,BoTorch,0.004658752775793029,4,-1.7132525776720038,32,-2.412154897622157
13,13_0,RUNNING,BoTorch,0.013135093801800184,5,2.047334615715118,5,-4.527232309164215
13,13_1,RUNNING,BoTorch,0.010546904963179345,3,2.2015414311968406,12,2.449419983106256
13,13_2,RUNNING,BoTorch,0.02075678569345603,3,-2.3504237641931067,1,-1.021997290535697
13,13_3,RUNNING,BoTorch,0.007975144878319854,3,1.087615282625889,18,0.7043913076094128
13,13_4,RUNNING,BoTorch,0.0074277254530805276,3,-0.360741546699072,24,-4.339245558875961
13,13_5,RUNNING,BoTorch,0.0060863083127037755,5,0.8130499133397692,18,4.392975102633583
13,13_6,RUNNING,BoTorch,0.0032250135152697133,14,2.5387129582458794,22,-4.4509672938000575
