trial index,timestamp
0,2025-06-08 17:18:46.563337
5,2025-06-08 17:19:18.290199
6,2025-06-08 17:19:35.712126
7,2025-06-08 17:20:35.896408
8,2025-06-08 17:21:41.938568
9,2025-06-08 17:22:47.107605
10,2025-06-08 17:23:13.029829
11,2025-06-08 17:24:12.884446
12,2025-06-08 17:26:10.370313
13,2025-06-08 17:26:56.490154
14,2025-06-08 17:27:28.537310
15,2025-06-08 17:28:45.679400
16,2025-06-08 17:29:30.913816
17,2025-06-08 17:30:04.768016
18,2025-06-08 17:30:37.493233
19,2025-06-08 17:31:12.881903
20,2025-06-08 17:31:47.392055
21,2025-06-08 17:32:29.908566
22,2025-06-08 17:33:07.517036
23,2025-06-08 17:34:02.358975
24,2025-06-08 17:35:14.025713
