trial index,timestamp
0,2025-06-08 17:35:14.037378
5,2025-06-08 17:35:40.314205
6,2025-06-08 17:36:05.049321
7,2025-06-08 17:36:22.720741
8,2025-06-08 17:37:12.728756
9,2025-06-08 17:37:54.981926
10,2025-06-08 17:38:28.260645
11,2025-06-08 17:39:00.270780
12,2025-06-08 17:39:35.411070
13,2025-06-08 17:40:14.452313
14,2025-06-08 17:41:02.337506
15,2025-06-08 17:41:36.877117
16,2025-06-08 17:42:10.506001
17,2025-06-08 17:42:46.769768
18,2025-06-08 17:43:58.995372
19,2025-06-08 17:44:41.387113
20,2025-06-08 17:45:17.574510
21,2025-06-08 17:45:51.062412
22,2025-06-08 17:46:37.402643
23,2025-06-08 17:47:18.278423
24,2025-06-08 17:47:57.089212
