trial index,timestamp
0,2025-06-08 19:29:06.749435
5,2025-06-08 19:29:46.052306
6,2025-06-08 19:30:06.494166
7,2025-06-08 19:30:31.651044
8,2025-06-08 19:31:06.620667
9,2025-06-08 19:31:35.217893
10,2025-06-08 19:32:01.071388
11,2025-06-08 19:32:38.948661
12,2025-06-08 19:33:16.476155
13,2025-06-08 19:33:55.303781
14,2025-06-08 19:34:37.279536
15,2025-06-08 19:35:19.331372
16,2025-06-08 19:35:53.678979
17,2025-06-08 19:36:24.673339
18,2025-06-08 19:37:00.414454
19,2025-06-08 19:37:40.055118
20,2025-06-08 19:38:25.648174
21,2025-06-08 19:39:14.999266
22,2025-06-08 19:40:05.667063
23,2025-06-08 19:41:22.250082
24,2025-06-08 19:42:00.687006
