trial index,timestamp
0,2025-06-08 18:20:25.454692
5,2025-06-08 18:20:59.573405
6,2025-06-08 18:21:37.629253
7,2025-06-08 18:22:00.380062
8,2025-06-08 18:22:22.569553
9,2025-06-08 18:22:54.616645
10,2025-06-08 18:23:37.740690
11,2025-06-08 18:24:15.480444
12,2025-06-08 18:25:03.507935
13,2025-06-08 18:26:00.993213
14,2025-06-08 18:26:56.157730
15,2025-06-08 18:27:53.168861
16,2025-06-08 18:28:46.476128
17,2025-06-08 18:29:41.735430
18,2025-06-08 18:30:38.170899
19,2025-06-08 18:31:27.524642
20,2025-06-08 18:32:09.717631
21,2025-06-08 18:32:54.003788
22,2025-06-08 18:33:42.985545
23,2025-06-08 18:34:19.668224
24,2025-06-08 18:34:51.926552
