trial index,timestamp
0,2025-06-08 19:11:17.707931
5,2025-06-08 19:11:49.954285
6,2025-06-08 19:12:14.402112
7,2025-06-08 19:12:53.504740
8,2025-06-08 19:13:25.054730
9,2025-06-08 19:14:13.586676
10,2025-06-08 19:14:55.443369
11,2025-06-08 19:15:40.161259
12,2025-06-08 19:17:11.686538
13,2025-06-08 19:18:04.444962
14,2025-06-08 19:19:16.389005
15,2025-06-08 19:21:09.242774
16,2025-06-08 19:22:06.381642
17,2025-06-08 19:22:57.076131
18,2025-06-08 19:23:51.911634
19,2025-06-08 19:24:34.211639
20,2025-06-08 19:25:15.557694
21,2025-06-08 19:26:03.496799
22,2025-06-08 19:26:56.459276
23,2025-06-08 19:27:54.949366
24,2025-06-08 19:29:06.737774
