trial index,timestamp
0,2025-06-08 18:54:58.655491
5,2025-06-08 18:55:53.074853
6,2025-06-08 18:56:38.581834
7,2025-06-08 18:57:13.221651
8,2025-06-08 18:57:43.114156
9,2025-06-08 18:58:18.844745
10,2025-06-08 18:59:02.779400
11,2025-06-08 18:59:46.061826
12,2025-06-08 19:00:34.863259
13,2025-06-08 19:01:28.664464
14,2025-06-08 19:02:08.840225
15,2025-06-08 19:02:54.038977
16,2025-06-08 19:03:51.647128
17,2025-06-08 19:04:33.281272
18,2025-06-08 19:05:12.938839
19,2025-06-08 19:05:53.930138
20,2025-06-08 19:06:40.565324
21,2025-06-08 19:07:34.451495
22,2025-06-08 19:08:45.214214
23,2025-06-08 19:10:04.347664
24,2025-06-08 19:11:17.696229
