trial_index,arm_name,trial_status,generation_method,rho_max,num_islands_DGX-B300,skew_exponent_DGX-B300,num_islands_H200,skew_exponent_H200
0,warm_start_0,RUNNING,Manual,0.015835128132784954,1,-1.5790888366826161,10,3.8536327600928217
1,warm_start_1,RUNNING,Manual,0.006272008206585872,10,-3.1833691076970148,4,-2.48065729957799
2,warm_start_2,RUNNING,Manual,0.002983616283914873,12,0.7056319470504837,28,3.5295384134259837
3,warm_start_3,RUNNING,Manual,0.004133363169298021,16,-1.5979059773330873,22,2.914462091946776
4,warm_start_4,RUNNING,Manual,0.004119012517524443,10,-4.489867980187067,25,-4.501448738108881
5,5_0,RUNNING,BoTorch,0.0031359115453966323,13,3.7668618700456715,32,-5.0
5,5_1,RUNNING,BoTorch,0.002928255889678547,13,-5.0,32,5.0
5,5_2,RUNNING,BoTorch,0.0030296659667952337,14,-5.0,32,-5.0
5,5_3,RUNNING,BoTorch,0.013036280719157724,16,5.0,1,5.0
5,5_4,RUNNING,BoTorch,0.0033320351124631106,10,5.0,32,-5.0
5,5_5,RUNNING,BoTorch,0.0027144297293053136,15,5.0,32,5.0
5,5_6,RUNNING,BoTorch,0.003015219571546585,12,-5.0,32,5.0
5,5_7,RUNNING,BoTorch,0.004023834780934149,15,5.0,9,-5.0
6,6_0,RUNNING,BoTorch,10.000131590754759,16,-5.0,32,0.426102197065094
6,6_1,RUNNING,BoTorch,0.012917522876458507,16,-5.0,1,-5.0
6,6_2,RUNNING,BoTorch,10.000052780747744,16,5.0,32,-0.062037553044212886
6,6_3,RUNNING,BoTorch,0.008910016055166415,16,5.0,28,5.0
6,6_4,RUNNING,BoTorch,0.06310149274450916,1,-5.0,1,-5.0
6,6_5,RUNNING,BoTorch,10.000054616712301,16,-5.0,31,2.4666677403118693
6,6_6,RUNNING,BoTorch,9.99992843807786,16,5.0,29,-0.07305542887089367
6,6_7,RUNNING,BoTorch,0.005803175087625499,1,5.0,32,0.2726488184803371
7,7_0,RUNNING,BoTorch,0.005572318746913381,16,-1.9314414098295245,23,5.0
7,7_1,RUNNING,BoTorch,0.06322437410432533,1,0.2358661354394706,1,0.47386599768897697
7,7_2,RUNNING,BoTorch,0.06320797450076852,1,-0.564749203009871,1,-3.566642449700605
7,7_3,RUNNING,BoTorch,0.06307255603320346,1,5.0,1,2.751041713580957
7,7_4,RUNNING,BoTorch,0.014118317567377315,16,-0.8211648201876309,28,-5.0
7,7_5,RUNNING,BoTorch,0.00836871269938423,1,1.227509796442171,30,-1.7253030604217927
7,7_6,RUNNING,BoTorch,0.01321940241792822,16,-0.5360526989390413,2,-2.6954402463324647
7,7_7,RUNNING,BoTorch,0.02749352958927835,1,2.4820195647000918,4,2.007712623526645
8,8_0,RUNNING,BoTorch,0.003468262099966821,16,5.0,13,3.4139847388463247
8,8_1,RUNNING,BoTorch,0.006714464152196062,16,-5.0,7,2.9402528221877606
8,8_2,RUNNING,BoTorch,0.0038022098710265117,16,5.0,16,3.65566303959048
8,8_3,RUNNING,BoTorch,0.004241086484164468,11,5.0,14,3.2450080771974315
8,8_4,RUNNING,BoTorch,0.003775597971938281,16,2.8039658152737617,9,3.465357521883269
8,8_5,RUNNING,BoTorch,0.013169231370549556,16,5.0,1,2.077860612469116
8,8_6,RUNNING,BoTorch,0.004620225736707976,16,-5.0,12,3.583531742859034
8,8_7,RUNNING,BoTorch,0.0033927281544673896,15,-5.0,17,3.517209314213035
9,9_0,RUNNING,BoTorch,0.004831773196765375,4,5.0,27,3.922536151379586
9,9_1,RUNNING,BoTorch,0.009659491186628977,1,5.0,17,1.610628594172288
9,9_2,RUNNING,BoTorch,0.0058572983120880745,1,-2.9892333937884645,32,-3.2165509003704207
9,9_3,RUNNING,BoTorch,0.00913132976909898,1,-4.87416843584444,19,-2.49400072867859
9,9_4,RUNNING,BoTorch,0.01298770267815446,16,4.642462005716618,1,-0.6032377833641042
9,9_5,RUNNING,BoTorch,0.003743074469329492,16,5.0,12,1.2216396964493996
9,9_6,RUNNING,BoTorch,0.00331254649895853,16,5.0,11,5.0
9,9_7,RUNNING,BoTorch,0.01322916465844761,16,-4.364020472059875,13,-3.3096958933901397
10,10_0,RUNNING,BoTorch,0.003450471335899795,14,-0.040695854772708054,16,2.6766216815930837
10,10_1,RUNNING,BoTorch,0.013335696005483883,1,5.0,17,-3.75298675726823
10,10_2,RUNNING,BoTorch,0.004086992319011107,16,-5.0,7,0.3275019953798274
10,10_3,RUNNING,BoTorch,0.008085817622453115,1,-0.7851084596896569,21,2.711307965490661
10,10_4,RUNNING,BoTorch,0.03435460774265503,1,5.0,3,5.0
10,10_5,RUNNING,BoTorch,0.06301630459629987,1,-5.0,1,5.0
10,10_6,RUNNING,BoTorch,0.015885177181597453,1,5.0,9,-1.4316339743706195
10,10_7,RUNNING,BoTorch,0.014913557837655272,1,-5.0,14,0.6796020703788224
11,11_0,RUNNING,BoTorch,0.0031638105021280696,11,5.0,24,4.226373023729174
11,11_1,RUNNING,BoTorch,0.003990165271153712,9,-5.0,23,2.2689225443939636
11,11_2,RUNNING,BoTorch,0.0067810261418172575,8,-5.0,6,5.0
11,11_3,RUNNING,BoTorch,0.005057525932971308,8,-5.0,14,-5.0
11,11_4,RUNNING,BoTorch,0.004042292002242591,7,-5.0,27,0.7635164737850085
11,11_5,RUNNING,BoTorch,0.012976403006007971,9,-5.0,1,1.8315084899950858
11,11_6,RUNNING,BoTorch,0.003105315254624598,12,5.0,26,5.0
11,11_7,RUNNING,BoTorch,0.005715931597987762,7,5.0,14,-0.9265779061468632
12,12_0,RUNNING,BoTorch,0.003557185671170651,8,5.0,31,2.5691804080392098
12,12_1,RUNNING,BoTorch,0.006845805607340233,7,5.0,9,2.142294424764589
12,12_2,RUNNING,BoTorch,0.005766587983478054,1,-5.0,32,5.0
12,12_3,RUNNING,BoTorch,0.005383984159129596,4,5.0,25,-5.0
12,12_4,RUNNING,BoTorch,0.01135224509139045,7,5.0,1,-5.0
12,12_5,RUNNING,BoTorch,0.0032245763513787744,14,-5.0,19,-5.0
12,12_6,RUNNING,BoTorch,0.006499720619876775,5,5.0,16,5.0
12,12_7,RUNNING,BoTorch,0.013013543226129985,4,5.0,8,-5.0
13,13_0,RUNNING,BoTorch,0.003427204411700067,11,5.0,26,3.4776252469670816
13,13_1,RUNNING,BoTorch,0.004156192193033524,6,-5.0,32,-2.110978085899618
13,13_2,RUNNING,BoTorch,0.011283326409326756,6,5.0,1,-1.1774959315977824
13,13_3,RUNNING,BoTorch,0.00545662585076311,6,5.0,21,-2.5076733278683356
13,13_4,RUNNING,BoTorch,0.004509095968315018,11,5.0,12,-2.725812227849357
13,13_5,RUNNING,BoTorch,0.006472572296887447,11,5.0,1,5.0
13,13_6,RUNNING,BoTorch,0.007152136435929083,1,-5.0,25,0.5708811007203717
13,13_7,RUNNING,BoTorch,0.007888135660882967,1,5.0,22,5.0
14,14_0,RUNNING,BoTorch,0.004922892761689685,8,-4.297471926687864,16,2.419054289204137
14,14_1,RUNNING,BoTorch,0.004044904798061101,10,-5.0,20,5.0
14,14_2,RUNNING,BoTorch,0.00517186049600354,7,-2.8880718222159087,18,0.2331658811624352
14,14_3,RUNNING,BoTorch,0.005020380883291331,8,1.272933552288771,15,-4.216327068887822
14,14_4,RUNNING,BoTorch,0.005758061649722651,6,-5.0,16,3.3263947149757787
14,14_5,RUNNING,BoTorch,0.004823162128110412,8,-5.0,15,0.7632720768624861
