trial index,timestamp
0,2025-06-08 16:59:55.236738
5,2025-06-08 17:00:56.029810
6,2025-06-08 17:01:22.346690
7,2025-06-08 17:02:07.126386
8,2025-06-08 17:02:40.261314
9,2025-06-08 17:03:09.704670
10,2025-06-08 17:03:34.305948
11,2025-06-08 17:04:06.771502
12,2025-06-08 17:04:39.399203
13,2025-06-08 17:05:25.325788
14,2025-06-08 17:06:27.199557
15,2025-06-08 17:07:29.114040
16,2025-06-08 17:08:55.629097
17,2025-06-08 17:10:05.771041
18,2025-06-08 17:11:06.187121
19,2025-06-08 17:11:59.230524
20,2025-06-08 17:13:23.266196
21,2025-06-08 17:14:34.941350
22,2025-06-08 17:15:39.981820
23,2025-06-08 17:17:20.999588
24,2025-06-08 17:18:46.550978
