trial index,timestamp
0,2025-06-07 10:42:40.792195
5,2025-06-07 10:43:46.285581
6,2025-06-07 10:44:34.963402
7,2025-06-07 10:45:33.877042
8,2025-06-07 10:46:32.170469
9,2025-06-07 10:47:47.311088
10,2025-06-07 10:49:15.575211
11,2025-06-07 10:50:50.918238
12,2025-06-07 10:52:19.764729
13,2025-06-07 10:53:48.285153
14,2025-06-07 10:55:02.904857
