trial index,timestamp
0,2025-06-07 10:29:27.511340
5,2025-06-07 10:30:30.047133
6,2025-06-07 10:31:41.185651
7,2025-06-07 10:32:39.407641
8,2025-06-07 10:33:57.664336
9,2025-06-07 10:35:14.799180
10,2025-06-07 10:36:36.421020
11,2025-06-07 10:37:54.665255
12,2025-06-07 10:39:20.497712
13,2025-06-07 10:40:58.484162
14,2025-06-07 10:42:40.783390
