trial_index,arm_name,trial_status,generation_method,rho_max,count_DGX-B300_0,count_DGX-B300_1,count_DGX-B300_2,count_DGX-B300_3,count_DGX-B300_4,count_DGX-B300_5,count_DGX-B300_6,count_DGX-B300_7,count_DGX-B300_8,count_DGX-B300_9,count_DGX-B300_10,count_DGX-B300_11,count_DGX-B300_12,count_DGX-B300_13,count_DGX-B300_14,count_DGX-B300_15,count_DGX-B300_16,count_DGX-B300_17,count_DGX-B300_18,count_DGX-B300_19,count_DGX-B300_20,count_DGX-B300_21,count_DGX-B300_22,count_DGX-B300_23,count_DGX-B300_24,count_DGX-B300_25,count_DGX-B300_26,count_DGX-B300_27,count_DGX-B300_28,count_DGX-B300_29,count_DGX-B300_30,count_DGX-B300_31,count_H200_0,count_H200_1,count_H200_2,count_H200_3,count_H200_4,count_H200_5,count_H200_6,count_H200_7,count_H200_8,count_H200_9,count_H200_10,count_H200_11,count_H200_12,count_H200_13,count_H200_14,count_H200_15,count_H200_16,count_H200_17,count_H200_18,count_H200_19,count_H200_20,count_H200_21,count_H200_22,count_H200_23,count_H200_24,count_H200_25,count_H200_26,count_H200_27,count_H200_28,count_H200_29,count_H200_30,count_H200_31
0,warm_start_0,RUNNING,Manual,0.014176583209473312,126,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,26,72,1,22,24,47,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,warm_start_1,RUNNING,Manual,0.010846378163820568,42,57,18,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,26,14,34,118,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,warm_start_2,RUNNING,Manual,0.01366254707399537,117,0,5,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,134,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,warm_start_3,RUNNING,Manual,0.010994697885801732,13,16,58,16,5,15,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,93,83,35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,warm_start_4,RUNNING,Manual,0.013609144488687677,94,27,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,101,15,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5_0,RUNNING,BoTorch,0.01982762949559089,0,0,103,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,102,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5_1,RUNNING,BoTorch,0.017618202709269126,0,0,0,0,0,0,0,0,0,0,0,58,0,0,27,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,26,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5_2,RUNNING,BoTorch,0.02223674836603631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,133,0,0,0,7,0,0,0,0,0,0,0,0,0
5,5_3,RUNNING,BoTorch,0.03939830936578039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,221,3,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6_0,RUNNING,BoTorch,9.99998245454747,0,0,15,99,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0
