trial index,timestamp
0,2025-06-05 10:07:31.887170
5,2025-06-05 10:07:59.039282
6,2025-06-05 10:08:11.748715
7,2025-06-05 10:08:31.425543
8,2025-06-05 10:08:45.195079
9,2025-06-05 10:08:59.303767
10,2025-06-05 10:09:09.385680
11,2025-06-05 10:09:19.259394
12,2025-06-05 10:09:33.128851
13,2025-06-05 10:09:42.764550
14,2025-06-05 10:09:55.143326
15,2025-06-05 10:10:07.874810
16,2025-06-05 10:10:20.944574
17,2025-06-05 10:10:53.026190
18,2025-06-05 10:11:18.920432
19,2025-06-05 10:11:51.827262
20,2025-06-05 10:12:16.737542
21,2025-06-05 10:12:41.782540
22,2025-06-05 10:13:07.680044
23,2025-06-05 10:13:56.863857
24,2025-06-05 10:14:18.880957
