trial index,timestamp
0,2025-06-05 10:51:38.050704
5,2025-06-05 10:51:55.902378
6,2025-06-05 10:52:10.460907
7,2025-06-05 10:52:20.439362
8,2025-06-05 10:52:32.459947
9,2025-06-05 10:52:42.862357
10,2025-06-05 10:52:54.141658
11,2025-06-05 10:53:05.395723
12,2025-06-05 10:53:12.969202
13,2025-06-05 10:53:23.809995
14,2025-06-05 10:53:49.473031
15,2025-06-05 10:54:04.131753
16,2025-06-05 10:54:20.228219
17,2025-06-05 10:54:35.682037
18,2025-06-05 10:55:21.120193
19,2025-06-05 10:56:01.989612
20,2025-06-05 10:56:19.644192
21,2025-06-05 10:56:35.424064
22,2025-06-05 10:56:50.328399
23,2025-06-05 10:57:03.475373
24,2025-06-05 10:57:16.687835
