trial index,timestamp
0,2025-06-05 10:14:18.890650
5,2025-06-05 10:14:35.395729
6,2025-06-05 10:14:46.321414
7,2025-06-05 10:14:56.678820
8,2025-06-05 10:15:10.635173
9,2025-06-05 10:15:26.490539
10,2025-06-05 10:15:39.566797
11,2025-06-05 10:15:51.577802
12,2025-06-05 10:16:11.640546
13,2025-06-05 10:16:27.905905
14,2025-06-05 10:16:40.057806
15,2025-06-05 10:17:07.811111
16,2025-06-05 10:17:17.395201
17,2025-06-05 10:17:32.052531
18,2025-06-05 10:17:56.292645
19,2025-06-05 10:18:11.426042
20,2025-06-05 10:18:31.749981
21,2025-06-05 10:18:46.843297
22,2025-06-05 10:19:00.405518
23,2025-06-05 10:19:17.310244
24,2025-06-05 10:19:34.738420
