trial index,timestamp
0,2025-06-05 10:32:35.558124
5,2025-06-05 10:32:55.483731
6,2025-06-05 10:33:02.881433
7,2025-06-05 10:33:14.866422
8,2025-06-05 10:33:24.116958
9,2025-06-05 10:33:40.316926
10,2025-06-05 10:33:57.993043
11,2025-06-05 10:34:10.314638
12,2025-06-05 10:34:24.464738
13,2025-06-05 10:34:38.227575
14,2025-06-05 10:34:53.612794
15,2025-06-05 10:35:11.337988
16,2025-06-05 10:35:26.110559
17,2025-06-05 10:35:43.547517
18,2025-06-05 10:36:04.197008
19,2025-06-05 10:36:20.954600
20,2025-06-05 10:36:43.300078
21,2025-06-05 10:37:07.767058
22,2025-06-05 10:37:28.349550
23,2025-06-05 10:37:50.876245
24,2025-06-05 10:38:10.592067
