trial index,timestamp
0,2025-06-05 10:43:27.264395
5,2025-06-05 10:43:46.150699
6,2025-06-05 10:44:01.562190
7,2025-06-05 10:44:09.522387
8,2025-06-05 10:44:19.281374
9,2025-06-05 10:44:34.935328
10,2025-06-05 10:44:48.016767
11,2025-06-05 10:45:04.716986
12,2025-06-05 10:45:26.913109
13,2025-06-05 10:45:45.061119
14,2025-06-05 10:46:01.494655
15,2025-06-05 10:46:15.710674
16,2025-06-05 10:46:33.449763
17,2025-06-05 10:46:51.589846
18,2025-06-05 10:47:08.587515
19,2025-06-05 10:48:00.433846
20,2025-06-05 10:48:43.091765
21,2025-06-05 10:49:40.898520
22,2025-06-05 10:50:24.232601
23,2025-06-05 10:51:16.962955
24,2025-06-05 10:51:38.041369
