trial index,timestamp
0,2025-06-05 10:38:10.602010
5,2025-06-05 10:38:26.881996
6,2025-06-05 10:38:36.527344
7,2025-06-05 10:38:48.002736
8,2025-06-05 10:38:58.680515
9,2025-06-05 10:39:06.511094
10,2025-06-05 10:39:13.779256
11,2025-06-05 10:39:33.055415
12,2025-06-05 10:39:47.145059
13,2025-06-05 10:40:03.707401
14,2025-06-05 10:40:22.495109
15,2025-06-05 10:40:37.998872
16,2025-06-05 10:40:50.201374
17,2025-06-05 10:41:03.137789
18,2025-06-05 10:41:18.389327
19,2025-06-05 10:41:34.677774
20,2025-06-05 10:41:54.342223
21,2025-06-05 10:42:11.651879
22,2025-06-05 10:42:31.095028
23,2025-06-05 10:42:45.872260
24,2025-06-05 10:43:27.254903
