trial index,timestamp
0,2025-06-05 10:57:16.697275
5,2025-06-05 10:57:43.939986
6,2025-06-05 10:58:07.017561
7,2025-06-05 10:58:25.325974
8,2025-06-05 10:58:40.542379
9,2025-06-05 10:58:47.278864
10,2025-06-05 10:59:00.024062
11,2025-06-05 10:59:14.924946
12,2025-06-05 10:59:29.136277
13,2025-06-05 10:59:50.555855
14,2025-06-05 11:00:10.474579
15,2025-06-05 11:00:28.335089
16,2025-06-05 11:00:57.015093
17,2025-06-05 11:01:24.661647
18,2025-06-05 11:01:36.654422
19,2025-06-05 11:02:04.196762
20,2025-06-05 11:02:30.725281
21,2025-06-05 11:03:06.793550
22,2025-06-05 11:04:11.354000
23,2025-06-05 11:04:32.222025
24,2025-06-05 11:04:45.571935
