trial index,timestamp
0,2025-06-05 10:02:53.622242
5,2025-06-05 10:03:11.905583
6,2025-06-05 10:03:17.055632
7,2025-06-05 10:03:25.588850
8,2025-06-05 10:03:34.226275
9,2025-06-05 10:03:45.835969
10,2025-06-05 10:03:54.987378
11,2025-06-05 10:04:03.055147
12,2025-06-05 10:04:17.801201
13,2025-06-05 10:04:33.559611
14,2025-06-05 10:04:47.075891
15,2025-06-05 10:04:58.365828
16,2025-06-05 10:05:16.579315
17,2025-06-05 10:05:28.820358
18,2025-06-05 10:05:39.371869
19,2025-06-05 10:06:02.911276
20,2025-06-05 10:06:12.402154
21,2025-06-05 10:06:28.011838
22,2025-06-05 10:06:50.915371
23,2025-06-05 10:07:09.842088
24,2025-06-05 10:07:31.877759
