trial index,timestamp
0,2025-06-10 17:37:26.519646
5,2025-06-10 17:37:48.014520
6,2025-06-10 17:38:16.741599
7,2025-06-10 17:38:27.011601
8,2025-06-10 17:38:39.913337
9,2025-06-10 17:39:43.994606
10,2025-06-10 17:40:18.475023
11,2025-06-10 17:41:35.100723
12,2025-06-10 17:41:44.811229
13,2025-06-10 17:41:57.320219
14,2025-06-10 17:42:06.638350
15,2025-06-10 17:42:14.048346
16,2025-06-10 17:42:24.338237
17,2025-06-10 17:42:34.442514
18,2025-06-10 17:42:44.634158
19,2025-06-10 17:42:56.823969
