trial_index,arm_name,trial_status,generation_method,rho_max,num_islands_H200,skew_exponent_H200
0,warm_start_0,RUNNING,Manual,0.0139657244272481,23,4.600204414661155
1,warm_start_1,RUNNING,Manual,0.0071352194761163485,54,-1.5158871700766188
2,warm_start_2,RUNNING,Manual,0.029451419515365874,11,3.071241822003932
3,warm_start_3,RUNNING,Manual,10.000047864571423,43,0.4508696895065345
4,warm_start_4,RUNNING,Manual,0.023240675692565778,15,-3.3525545762795805
5,5_0,RUNNING,BoTorch,0.008617620672866668,41,-2.5544113786435534
5,5_1,RUNNING,BoTorch,9.9998931879269,1,4.26939759525626
5,5_10,RUNNING,BoTorch,10.000024535110187,64,-5.0
5,5_11,RUNNING,BoTorch,10.000004561363609,1,-0.8008678415404386
5,5_12,RUNNING,BoTorch,10.000084100473122,64,3.734445285288526
5,5_13,RUNNING,BoTorch,9.999878366530972,64,-3.842221229724779
5,5_14,RUNNING,BoTorch,10.00008411198219,59,4.336456721748765
5,5_15,RUNNING,BoTorch,0.02818265766608636,13,-5.0
5,5_2,RUNNING,BoTorch,10.000055937567565,36,3.533103059529215
5,5_3,RUNNING,BoTorch,9.999979055602134,1,-4.55294287802019
5,5_4,RUNNING,BoTorch,10.000006495403928,1,-2.1407965813833183
5,5_5,RUNNING,BoTorch,10.00013339275592,64,-2.6591529796269335
5,5_6,RUNNING,BoTorch,0.010403365492511755,35,-4.580936800359773
5,5_7,RUNNING,BoTorch,10.000070297910387,54,5.0
5,5_8,RUNNING,BoTorch,10.000083623129356,1,1.6535659536880483
5,5_9,RUNNING,BoTorch,9.999958351776865,27,-1.9909252318428563
6,6_0,RUNNING,BoTorch,9.999854471326287,54,-5.0
6,6_1,RUNNING,BoTorch,0.006725357251593334,53,-5.0
6,6_10,RUNNING,BoTorch,0.023288455048714473,14,5.0
6,6_11,RUNNING,BoTorch,0.0166345210836237,22,-5.0
6,6_12,RUNNING,BoTorch,0.011393788093268792,32,-5.0
6,6_13,RUNNING,BoTorch,10.00004929105426,52,-5.0
6,6_14,RUNNING,BoTorch,0.020225528827201463,16,5.0
6,6_15,RUNNING,BoTorch,0.037299899920381775,10,-5.0
6,6_2,RUNNING,BoTorch,0.006459604531594723,55,-5.0
6,6_3,RUNNING,BoTorch,0.010584086574693286,34,-5.0
6,6_4,RUNNING,BoTorch,0.02530066483596517,13,5.0
6,6_5,RUNNING,BoTorch,0.010828981945640586,33,-5.0
6,6_6,RUNNING,BoTorch,10.000000576615953,40,-5.0
6,6_7,RUNNING,BoTorch,10.000166819315353,40,5.0
6,6_8,RUNNING,BoTorch,10.000106451871504,33,0.6913906769232653
6,6_9,RUNNING,BoTorch,0.015353176322948092,21,5.0
7,7_0,RUNNING,BoTorch,10.00006205131367,57,-4.761478334761675
7,7_1,RUNNING,BoTorch,9.999852561285266,57,-4.75936334942244
7,7_10,RUNNING,BoTorch,9.999905469341563,57,-4.756634355306138
7,7_11,RUNNING,BoTorch,10.000161472786287,57,-4.756343266849273
7,7_12,RUNNING,BoTorch,10.000136827558364,57,-4.756491739750399
7,7_13,RUNNING,BoTorch,9.999979411170393,57,-4.75619239598519
7,7_14,RUNNING,BoTorch,9.999839960789519,57,-4.755769134310852
7,7_15,RUNNING,BoTorch,9.999971658297714,57,-4.756045405379087
7,7_2,RUNNING,BoTorch,10.000187107005333,57,-4.75915855802328
7,7_3,RUNNING,BoTorch,10.00012044152227,57,-4.758472212639798
7,7_4,RUNNING,BoTorch,9.999998412914515,57,-4.757994663127791
7,7_5,RUNNING,BoTorch,10.000161716231998,57,-4.757836115191615
7,7_6,RUNNING,BoTorch,10.000125719617976,57,-4.757476039223441
7,7_7,RUNNING,BoTorch,10.000334542151755,57,-4.756840870730893
7,7_8,RUNNING,BoTorch,10.000046160418053,57,-4.7570431811445255
7,7_9,RUNNING,BoTorch,10.000101705302203,57,-4.756753368916496
8,8_0,RUNNING,BoTorch,0.014539744568859021,22,4.798880727090147
8,8_1,RUNNING,BoTorch,0.0065202231744590005,56,-5.0
8,8_10,RUNNING,BoTorch,9.999956530508417,57,-4.951079266831792
8,8_11,RUNNING,BoTorch,0.006550235052100001,55,-4.957326864823699
8,8_2,RUNNING,BoTorch,0.006548424411851184,56,-4.2957339336664315
8,8_3,RUNNING,BoTorch,0.03363821015624001,11,-4.9387814197689295
8,8_4,RUNNING,BoTorch,9.999986564351504,57,-4.65737012127047
8,8_5,RUNNING,BoTorch,0.0064552463517567535,56,-4.820555874750402
8,8_6,RUNNING,BoTorch,0.006359355116077155,56,-4.389794335500572
8,8_7,RUNNING,BoTorch,9.999952148623988,60,-4.751295602819804
8,8_8,RUNNING,BoTorch,0.006597031182809676,55,-4.999839825508161
8,8_9,RUNNING,BoTorch,0.006685966808024279,55,-4.999940893303359
9,9_0,RUNNING,BoTorch,9.999911609395477,53,-1.3013435662267132
9,9_1,RUNNING,BoTorch,9.999958916476402,55,-0.4727174967586394
9,9_10,RUNNING,BoTorch,0.03226041154310519,10,-1.0797557374789057
9,9_11,RUNNING,BoTorch,0.022649923284187856,14,0.7318795946885629
9,9_12,RUNNING,BoTorch,0.041311961667875256,8,0.45077612102724035
9,9_13,RUNNING,BoTorch,0.019794525353615713,16,0.4638519237395222
9,9_14,RUNNING,BoTorch,0.015770501639334956,20,-0.5494241138822138
9,9_15,RUNNING,BoTorch,10.000044466409893,55,0.24295497370697092
9,9_2,RUNNING,BoTorch,9.999972503333657,13,0.008771000606876831
9,9_3,RUNNING,BoTorch,10.00002191546694,53,-1.1685542945452372
9,9_4,RUNNING,BoTorch,10.000095951430339,53,-0.9328821268165854
9,9_5,RUNNING,BoTorch,10.000089606232107,22,-0.12522956229056925
9,9_6,RUNNING,BoTorch,0.021234805408024676,15,0.9032399771576235
9,9_7,RUNNING,BoTorch,9.999847196809364,53,0.23205182789528572
9,9_8,RUNNING,BoTorch,0.026680141010037857,12,-0.6964274095757118
9,9_9,RUNNING,BoTorch,0.01390069873509407,23,-1.057270830345257
10,10_0,RUNNING,BoTorch,0.0073643353131316374,55,-1.7231088802077144
10,10_1,RUNNING,BoTorch,0.026857584581314865,12,-1.212635212194732
10,10_10,RUNNING,BoTorch,0.016770597085155336,19,-1.0786611997650621
10,10_11,RUNNING,BoTorch,10.000115241104734,20,-1.4946476138377602
10,10_12,RUNNING,BoTorch,0.02967137648861035,11,-1.3527000302187893
10,10_13,RUNNING,BoTorch,10.0001390627233,22,-1.7460384386103958
10,10_14,RUNNING,BoTorch,0.027198327036265423,12,-1.4679648079380239
10,10_15,RUNNING,BoTorch,0.007334507983865726,55,-1.684903476967838
10,10_2,RUNNING,BoTorch,9.999915924446546,55,-2.0534167373652017
10,10_3,RUNNING,BoTorch,0.029236850242580346,11,-0.9920244974139097
10,10_4,RUNNING,BoTorch,0.015534778865364526,21,-1.3604441301656076
10,10_5,RUNNING,BoTorch,0.017679861437827203,18,-0.27332133074042286
10,10_6,RUNNING,BoTorch,0.024382567802645184,13,1.4362270287503807
10,10_7,RUNNING,BoTorch,0.02570607336234399,14,-4.087525066140849
10,10_8,RUNNING,BoTorch,0.03222536295464917,10,-0.34893516391749185
10,10_9,RUNNING,BoTorch,0.027188291861092746,12,3.9457447779844927
11,11_0,RUNNING,BoTorch,10.000036893447696,21,-1.1405734921200092
11,11_1,RUNNING,BoTorch,0.006643310935951104,55,-4.348156652856323
11,11_10,RUNNING,BoTorch,10.00012055064524,59,-5.0
11,11_11,RUNNING,BoTorch,0.03290929832467249,10,3.7706281125037377
11,11_12,RUNNING,BoTorch,10.000177446442246,54,-4.236147293882776
11,11_13,RUNNING,BoTorch,9.999902395878465,22,-1.1804330418245517
11,11_14,RUNNING,BoTorch,0.03277998619420504,10,3.5654366430061057
11,11_15,RUNNING,BoTorch,0.026850436294614376,12,4.352111336795179
11,11_2,RUNNING,BoTorch,0.014650749700305752,22,-1.22089826474363
11,11_3,RUNNING,BoTorch,0.015204558897429015,21,-1.0297351058349635
11,11_4,RUNNING,BoTorch,0.006591484983091868,54,-1.75172128384492
11,11_5,RUNNING,BoTorch,0.01784240991827191,18,-0.7005303552585221
11,11_6,RUNNING,BoTorch,0.023640944183352983,15,-3.725963764398629
11,11_7,RUNNING,BoTorch,0.029715878230460735,11,3.5081790222516456
11,11_8,RUNNING,BoTorch,0.028030158363236496,13,-4.518775671574519
11,11_9,RUNNING,BoTorch,0.026939149892049496,12,3.4816811398321583
12,12_0,RUNNING,BoTorch,0.026869819969862246,23,-1.3888640478550316
12,12_1,RUNNING,BoTorch,0.026610262959128,23,-1.3887334719155324
12,12_10,RUNNING,BoTorch,0.02668765477608884,23,-1.3884097758158085
12,12_11,RUNNING,BoTorch,0.026798872872606884,23,-1.388397988013168
12,12_12,RUNNING,BoTorch,0.026714293452607646,23,-1.388383495111184
12,12_13,RUNNING,BoTorch,0.026684962033183147,23,-1.3883584221356473
12,12_14,RUNNING,BoTorch,0.0267462959952909,23,-1.3883418902831886
12,12_15,RUNNING,BoTorch,0.026842039221459637,23,-1.3883487502952727
12,12_2,RUNNING,BoTorch,0.02687011616452384,23,-1.3877085321395284
12,12_3,RUNNING,BoTorch,0.026772610573307074,23,-1.388598736765668
12,12_4,RUNNING,BoTorch,0.026621711423530283,23,-1.3839934437467853
12,12_5,RUNNING,BoTorch,0.026677710498882894,23,-1.388533491447197
12,12_6,RUNNING,BoTorch,0.026674534845666648,23,-1.3885001897694758
12,12_7,RUNNING,BoTorch,0.026724966409240478,23,-1.3884544528446066
12,12_8,RUNNING,BoTorch,0.02673762030241696,23,-1.3884392783172737
12,12_9,RUNNING,BoTorch,9.999901424174725,22,-1.7482391270310034
13,13_0,RUNNING,BoTorch,9.99995626145548,24,-0.8720927549778986
13,13_1,RUNNING,BoTorch,10.000144577474895,24,-0.8725898292205702
13,13_10,RUNNING,BoTorch,0.015018788218825883,22,-1.7327826542668996
13,13_11,RUNNING,BoTorch,10.00009530366199,23,-1.7808073572814465
13,13_12,RUNNING,BoTorch,0.01592702776272039,20,-0.7227570377290249
13,13_13,RUNNING,BoTorch,9.999919399059094,23,-1.1922044249761048
13,13_14,RUNNING,BoTorch,0.01588593417019149,20,-0.8450833894312382
13,13_15,RUNNING,BoTorch,0.013728637668924652,23,-1.0583576698002504
13,13_2,RUNNING,BoTorch,10.000117072441304,24,-0.8728824665161555
13,13_3,RUNNING,BoTorch,10.000082296391186,24,-0.8730746318491753
13,13_4,RUNNING,BoTorch,9.999869520300185,24,-0.8732114113099239
13,13_5,RUNNING,BoTorch,0.026763593092650254,22,-1.3684549041644098
13,13_6,RUNNING,BoTorch,0.012806037814688292,25,-0.8886229995054209
13,13_7,RUNNING,BoTorch,10.000058991902668,24,-0.8733272467039733
13,13_8,RUNNING,BoTorch,10.00010519639642,23,-0.850810502168901
13,13_9,RUNNING,BoTorch,9.999941965080597,24,-0.873373089187035
14,14_0,RUNNING,BoTorch,10.000183767961605,26,-0.6762538502998745
14,14_1,RUNNING,BoTorch,10.000132581739656,26,-0.6765503589501624
14,14_10,RUNNING,BoTorch,9.999976570213283,26,-0.6773770734933828
14,14_11,RUNNING,BoTorch,9.999848231376243,26,-0.6773610804868899
14,14_12,RUNNING,BoTorch,9.999951445088314,25,-0.7568561208604511
14,14_13,RUNNING,BoTorch,10.000010041865579,26,-0.6774073180871716
14,14_14,RUNNING,BoTorch,0.012289866655387305,26,-0.8168430613135539
14,14_15,RUNNING,BoTorch,0.012695399607517562,25,-0.6254360149928128
14,14_2,RUNNING,BoTorch,0.018599155957876028,17,-0.5509211792606327
14,14_3,RUNNING,BoTorch,0.01495066864618518,21,-0.9274472888898347
14,14_4,RUNNING,BoTorch,0.018600424703989437,17,-0.5979856203424071
14,14_5,RUNNING,BoTorch,10.000209679583959,27,-0.7221846554270183
14,14_6,RUNNING,BoTorch,10.000006664701358,26,-0.674508949798181
14,14_7,RUNNING,BoTorch,0.015213892460462826,21,-0.7601987653783827
14,14_8,RUNNING,BoTorch,10.000149789073932,24,-0.9011614100913115
14,14_9,RUNNING,BoTorch,0.012182066222907783,26,-0.657678861580465
15,15_0,RUNNING,BoTorch,9.999998407959545,27,-0.3406495319919453
15,15_1,RUNNING,BoTorch,10.00013766866859,27,-0.33847530402615483
15,15_10,RUNNING,BoTorch,0.012167497596519174,27,-1.0662829037755728
15,15_11,RUNNING,BoTorch,10.000065190886403,27,-0.21954606632111293
15,15_12,RUNNING,BoTorch,9.999850344356938,28,-0.4822219917258744
15,15_13,RUNNING,BoTorch,0.013622535377972828,24,-1.4870484359562397
15,15_14,RUNNING,BoTorch,0.012032319103340443,27,-1.0831290546091823
15,15_15,RUNNING,BoTorch,9.999878281520221,26,-0.3707907804852157
15,15_2,RUNNING,BoTorch,9.999846068644592,27,-0.3406480102668932
15,15_3,RUNNING,BoTorch,9.999911711165304,27,-0.34062323782819537
15,15_4,RUNNING,BoTorch,9.999912793073394,27,-0.34062005319917443
15,15_5,RUNNING,BoTorch,10.000024839969553,26,-0.24037852225503395
15,15_6,RUNNING,BoTorch,10.000123798202567,27,-0.3406160668023586
15,15_7,RUNNING,BoTorch,9.99988590785344,26,-0.1892984871904551
15,15_8,RUNNING,BoTorch,10.000097433897052,27,-0.3406147983808098
15,15_9,RUNNING,BoTorch,9.999956504386324,26,-0.3803484023544452
16,16_0,RUNNING,BoTorch,0.012310223557418693,26,-1.0470503515788108
16,16_1,RUNNING,BoTorch,0.01200860621796494,27,-1.43838743898054
16,16_10,RUNNING,BoTorch,0.012295065179208267,26,-1.047045025785723
16,16_11,RUNNING,BoTorch,0.01238879210611642,26,-1.047044485541213
16,16_12,RUNNING,BoTorch,0.011635675930300524,28,-1.3006736924612243
16,16_13,RUNNING,BoTorch,0.012504932805307383,26,-1.0470431223372232
16,16_14,RUNNING,BoTorch,0.012927935302109348,25,-1.02625061413105
16,16_15,RUNNING,BoTorch,0.012647694624558382,26,-1.1989728118029048
16,16_2,RUNNING,BoTorch,0.012601943198573043,26,-1.1873212025075048
16,16_3,RUNNING,BoTorch,0.011749681440154832,28,-1.420743079283917
16,16_4,RUNNING,BoTorch,0.012352853217238106,26,-1.0470471142988407
16,16_5,RUNNING,BoTorch,0.012851044985129106,25,-0.9825366645754343
16,16_6,RUNNING,BoTorch,10.000372463653834,26,-0.9522237189266812
16,16_7,RUNNING,BoTorch,0.012524147973958335,26,-1.0470464983023782
16,16_8,RUNNING,BoTorch,0.012306581951797143,26,-1.0470446937882116
16,16_9,RUNNING,BoTorch,0.01260012906552468,26,-1.0470922615527154
17,17_0,RUNNING,BoTorch,0.010965763985954204,30,-1.5046987979023931
17,17_1,RUNNING,BoTorch,0.012659101821416044,26,-1.601992528189424
17,17_10,RUNNING,BoTorch,0.012745327649290691,26,-1.6019898860454447
17,17_11,RUNNING,BoTorch,0.012687003142325489,26,-1.6019903630460455
17,17_12,RUNNING,BoTorch,0.011919443823756901,27,-1.3465147232251398
17,17_13,RUNNING,BoTorch,0.012208713707286212,27,-1.622185822812894
17,17_14,RUNNING,BoTorch,0.012075946786896212,27,-2.1224638912826777
17,17_15,RUNNING,BoTorch,0.012593250104297531,26,-1.6019934249159413
17,17_2,RUNNING,BoTorch,0.012355501035214213,26,-1.601986162657062
17,17_3,RUNNING,BoTorch,0.01271858185842805,26,-1.7336733538164606
17,17_4,RUNNING,BoTorch,0.02675321042709891,26,-1.4860800644224423
17,17_5,RUNNING,BoTorch,0.012030328717372384,27,-1.3762112411997236
17,17_6,RUNNING,BoTorch,0.014346736254099,27,-2.042575366795063
17,17_7,RUNNING,BoTorch,0.012777442010316395,26,-1.6019932992578463
17,17_8,RUNNING,BoTorch,0.012405812556624459,26,-1.6019914577383056
17,17_9,RUNNING,BoTorch,0.012608525710121238,26,-1.6019904174707424
