trial index,timestamp
0,2025-06-10 17:29:01.152563
5,2025-06-10 17:29:15.196257
6,2025-06-10 17:29:37.658028
7,2025-06-10 17:30:07.557400
8,2025-06-10 17:30:35.789269
9,2025-06-10 17:31:12.087795
10,2025-06-10 17:31:46.985488
11,2025-06-10 17:32:22.963818
12,2025-06-10 17:33:01.273037
13,2025-06-10 17:33:36.803939
14,2025-06-10 17:34:10.109872
15,2025-06-10 17:34:46.871279
16,2025-06-10 17:35:28.574604
17,2025-06-10 17:36:03.157730
18,2025-06-10 17:36:47.796551
19,2025-06-10 17:37:26.507039
